State,City,Accident_Date,Time,Weather,Road_Type,Severity,Vehicles_Involved,Casualties,Latitude,Longitude,Hour,Time_Period
Tamil Nadu,Madurai,23-11-2023,01-01-1900 03:00,rain,expressway,2,1,0,14.9476,86.8339,3,Night
Telangana,Nizamabad,05-04-2023,01-01-1900 08:00,storm,highway,1,0,1,19.0452,83.7683,8,Morning
Delhi,Dwarka,24-03-2023,01-01-1900 02:00,clear,nan,4,2,2,27.474,81.5954,2,Night
Bihar,Patna,09-11-2023,01-01-1900 12:00,storm,highway,2,0,1,26.1108,81.7024,12,Afternoon
Maharashtra,Mumbai,18-01-2023,01-01-1900 02:00,clear,rural road,1,3,3,23.5097,86.7928,2,Night
Maharashtra,Mumbai,25-12-2023,01-01-1900 10:00,clear,expressway,4,2,0,14.9986,86.4399,10,Morning
Tamil Nadu,Chennai,16-07-2023,01-01-1900 22:00,rain,expressway,3,2,2,23.3639,80.4579,22,Night
Delhi,Rohini,12-03-2024,01-01-1900 10:00,storm,nan,2,3,0,19.3482,80.9358,10,Morning
Telangana,Nizamabad,19-12-2023,01-01-1900 11:00,rain,highway,4,3,0,17.3633,78.9114,11,Morning
Bihar,Gaya,02-02-2023,01-01-1900 17:00,storm,nan,4,3,1,13.6102,79.6386,17,Evening
UP,Lucknow,19-04-2023,01-01-1900 20:00,foggy,nan,2,1,0,19.2056,85.2371,20,Evening
Andhra Pradesh,Guntur,26-12-2023,01-01-1900 20:00,clear,city road,1,3,2,17.638,86.2559,20,Evening
Telangana,Hyderabad,28-02-2023,01-01-1900 15:00,rain,city road,4,2,0,22.1463,78.3889,15,Afternoon
Karnataka,Mysuru,04-03-2024,01-01-1900 06:00,foggy,national highway,1,0,2,22.9812,77.7661,6,Morning
Bihar,Patna,18-04-2024,01-01-1900 18:00,foggy,nan,0,2,0,15.6349,86.2075,18,Evening
Telangana,Nizamabad,30-11-2023,01-01-1900 18:00,foggy,highway,4,3,0,23.1064,82.6392,18,Evening
Karnataka,Mangalore,21-12-2023,01-01-1900 01:00,storm,expressway,0,0,0,12.531,80.3434,1,Night
Telangana,Nizamabad,15-05-2024,01-01-1900 03:00,heavy rain,rural road,2,2,1,25.9393,85.4267,3,Night
Bihar,Gaya,01-04-2023,01-01-1900 05:00,clear,highway,3,2,2,16.1646,86.9791,5,Morning
Andhra Pradesh,Vijayawada,15-01-2024,01-01-1900 01:00,foggy,highway,4,2,2,13.7758,81.9176,1,Night
UP,Lucknow,18-01-2024,01-01-1900 21:00,heavy rain,highway,3,3,0,20.7464,81.1844,21,Night
Telangana,Warangal,27-10-2023,01-01-1900 15:00,foggy,city road,2,1,0,23.8385,87.0988,15,Afternoon
Delhi,Dwarka,14-04-2023,01-01-1900 10:00,clear,highway,1,2,0,16.6755,87.0185,10,Morning
Tamil Nadu,Coimbatore,06-11-2023,01-01-1900 05:00,heavy rain,highway,4,2,1,12.2881,87.5909,5,Morning
Maharashtra,Mumbai,09-01-2024,01-01-1900 13:00,heavy rain,national highway,4,0,2,25.2703,80.0967,13,Afternoon
Andhra Pradesh,Tirupati,23-01-2023,01-01-1900 01:00,clear,rural road,4,2,2,13.5446,79.6608,1,Night
Andhra Pradesh,Tirupati,01-05-2024,01-01-1900 06:00,rain,national highway,2,1,0,16.8202,83.5819,6,Morning
Andhra Pradesh,Tirupati,26-08-2023,01-01-1900 04:00,foggy,nan,4,0,0,23.8911,77.5296,4,Night
Andhra Pradesh,Visakhapatnam,07-08-2023,01-01-1900 08:00,rain,nan,3,3,2,26.2768,79.0386,8,Morning
Telangana,Warangal,07-07-2023,01-01-1900 14:00,rain,national highway,2,1,0,24.7133,77.3814,14,Afternoon
Delhi,New Delhi,04-10-2023,01-01-1900 03:00,heavy rain,highway,2,2,2,13.0183,86.1451,3,Night
Delhi,Dwarka,20-08-2023,01-01-1900 15:00,storm,highway,3,0,1,13.5017,87.0059,15,Afternoon
Telangana,Hyderabad,01-04-2024,01-01-1900 14:00,rain,rural road,2,3,1,26.0637,83.2895,14,Afternoon
Bihar,Patna,23-03-2024,01-01-1900 06:00,clear,rural road,0,1,1,17.0711,81.7806,6,Morning
Andhra Pradesh,Guntur,03-03-2024,01-01-1900 16:00,foggy,expressway,3,2,2,26.2804,81.8772,16,Afternoon
Bihar,Gaya,05-06-2023,01-01-1900 18:00,clear,city road,3,3,2,21.4672,84.729,18,Evening
Maharashtra,Pune,04-05-2024,01-01-1900 05:00,clear,city road,2,2,0,13.6676,81.2296,5,Morning
Andhra Pradesh,Visakhapatnam,22-10-2023,01-01-1900 04:00,clear,national highway,2,4,0,27.2085,83.6072,4,Night
Bihar,Bhagalpur,14-05-2024,01-01-1900 05:00,rain,highway,4,2,2,22.1457,77.7803,5,Morning
Delhi,Rohini,28-12-2023,01-01-1900 09:00,clear,expressway,2,1,0,19.5599,77.5021,9,Morning
Bihar,Patna,13-03-2023,01-01-1900 21:00,clear,highway,4,1,0,27.5445,80.6448,21,Night
Tamil Nadu,Madurai,27-09-2023,01-01-1900 07:00,heavy rain,highway,1,0,0,21.7725,80.0875,7,Morning
Tamil Nadu,Coimbatore,12-06-2023,01-01-1900 19:00,rain,rural road,0,2,0,12.0881,77.0843,19,Evening
Maharashtra,Pune,23-03-2024,01-01-1900 17:00,heavy rain,highway,4,1,0,24.8414,83.2925,17,Evening
UP,Varanasi,03-04-2024,01-01-1900 13:00,rain,city road,2,0,1,26.9081,81.3672,13,Afternoon
UP,Lucknow,04-01-2023,01-01-1900 13:00,foggy,city road,4,2,0,13.8214,80.7975,13,Afternoon
Bihar,Patna,26-02-2024,01-01-1900 09:00,storm,expressway,4,3,1,19.8967,84.7248,9,Morning
Bihar,Patna,01-12-2023,01-01-1900 21:00,foggy,city road,4,1,0,18.7493,81.5212,21,Night
Telangana,Nizamabad,17-01-2024,01-01-1900 11:00,foggy,national highway,4,2,0,21.7265,80.4031,11,Morning
Maharashtra,Mumbai,25-10-2023,01-01-1900 01:00,rain,nan,2,1,1,16.1217,77.6548,1,Night
Andhra Pradesh,Visakhapatnam,30-05-2023,01-01-1900 16:00,heavy rain,highway,2,3,1,13.8318,81.2222,16,Afternoon
Maharashtra,Pune,17-12-2023,01-01-1900 22:00,rain,nan,3,0,0,13.9364,81.6084,22,Night
Delhi,New Delhi,22-02-2023,01-01-1900 06:00,heavy rain,city road,1,1,0,13.2829,80.9025,6,Morning
Delhi,Dwarka,20-12-2023,01-01-1900 11:00,storm,expressway,3,2,1,22.8587,80.9811,11,Morning
Karnataka,Mangalore,27-04-2023,01-01-1900 09:00,heavy rain,city road,0,1,1,22.1775,87.0462,9,Morning
UP,Lucknow,11-04-2023,01-01-1900 03:00,clear,nan,0,3,1,23.5836,78.3261,3,Night
Telangana,Nizamabad,16-04-2023,01-01-1900 18:00,nan,highway,3,0,1,12.1873,81.6424,18,Evening
Delhi,New Delhi,13-03-2024,01-01-1900 16:00,rain,highway,1,1,0,21.2352,77.4811,16,Afternoon
Andhra Pradesh,Vijayawada,18-04-2024,01-01-1900 06:00,rain,highway,2,2,0,17.4907,85.0209,6,Morning
Tamil Nadu,Madurai,27-04-2023,01-01-1900 13:00,rain,highway,4,3,1,23.0799,81.7292,13,Afternoon
Andhra Pradesh,Vijayawada,17-06-2023,01-01-1900 15:00,foggy,national highway,4,0,1,16.901,85.6788,15,Afternoon
Maharashtra,Pune,07-04-2023,01-01-1900 02:00,rain,city road,1,3,0,25.1588,86.4332,2,Night
Telangana,Hyderabad,15-03-2023,01-01-1900 12:00,nan,highway,2,1,1,17.1019,83.4042,12,Afternoon
Telangana,Hyderabad,05-03-2024,01-01-1900 13:00,clear,highway,3,3,0,23.2894,84.5725,13,Afternoon
UP,Kanpur,19-09-2023,01-01-1900 08:00,storm,highway,1,0,0,18.8885,78.5685,8,Morning
Andhra Pradesh,Vijayawada,13-09-2023,01-01-1900 21:00,foggy,rural road,3,1,1,14.4714,77.2799,21,Night
Bihar,Gaya,14-04-2023,01-01-1900 09:00,storm,expressway,0,3,2,17.4497,77.7888,9,Morning
UP,Lucknow,16-07-2023,01-01-1900 14:00,nan,rural road,4,0,0,22.8339,83.6636,14,Afternoon
Karnataka,Mysuru,09-08-2023,01-01-1900 04:00,foggy,rural road,1,0,0,27.8086,81.994,4,Night
Karnataka,Mangalore,29-01-2023,01-01-1900 12:00,storm,expressway,4,1,0,19.7694,77.3029,12,Afternoon
Andhra Pradesh,Guntur,04-03-2024,01-01-1900 11:00,clear,highway,3,2,1,18.1473,77.429,11,Morning
Tamil Nadu,Chennai,01-05-2023,01-01-1900 20:00,rain,highway,1,1,0,14.5604,77.2569,20,Evening
UP,Varanasi,21-09-2023,01-01-1900 13:00,clear,highway,4,1,2,16.6279,86.9009,13,Afternoon
Bihar,Patna,20-12-2023,01-01-1900 21:00,rain,rural road,3,2,0,21.6471,86.0938,21,Night
Telangana,Nizamabad,20-04-2023,01-01-1900 09:00,clear,national highway,4,1,1,18.1682,80.7443,9,Morning
Delhi,Dwarka,04-02-2023,01-01-1900 18:00,foggy,city road,3,0,1,20.8594,82.9588,18,Evening
Delhi,New Delhi,01-08-2023,01-01-1900 12:00,storm,highway,2,2,1,19.0471,80.3257,12,Afternoon
Bihar,Gaya,24-04-2024,01-01-1900 20:00,clear,expressway,2,1,0,12.9224,80.7669,20,Evening
UP,Kanpur,13-06-2023,01-01-1900 02:00,foggy,national highway,3,0,1,21.2875,78.5312,2,Night
Tamil Nadu,Chennai,06-05-2023,01-01-1900 09:00,storm,expressway,4,4,0,19.8224,81.4196,9,Morning
Maharashtra,Nagpur,09-10-2023,01-01-1900 05:00,storm,highway,1,3,2,21.9306,79.2144,5,Morning
UP,Kanpur,10-12-2023,01-01-1900 21:00,foggy,highway,2,1,0,19.6087,82.9733,21,Night
Maharashtra,Pune,28-03-2024,01-01-1900 02:00,rain,national highway,3,2,1,20.5342,86.5697,2,Night
Tamil Nadu,Chennai,24-02-2023,01-01-1900 05:00,clear,rural road,4,2,0,13.9971,85.7363,5,Morning
Delhi,Rohini,05-08-2023,01-01-1900 15:00,clear,city road,3,2,0,27.1047,78.6368,15,Afternoon
Andhra Pradesh,Vijayawada,20-12-2023,01-01-1900 21:00,clear,expressway,4,2,0,19.7345,86.499,21,Night
Tamil Nadu,Coimbatore,18-07-2023,01-01-1900 00:00,clear,national highway,1,0,2,16.5725,79.2355,0,Night
Bihar,Bhagalpur,12-06-2023,01-01-1900 20:00,clear,national highway,1,1,2,20.1804,82.4156,20,Evening
UP,Lucknow,27-02-2024,01-01-1900 05:00,rain,national highway,4,3,0,27.6918,81.4834,5,Morning
Andhra Pradesh,Guntur,19-11-2023,01-01-1900 14:00,clear,rural road,2,2,1,21.1765,87.5165,14,Afternoon
Karnataka,Mangalore,18-12-2023,01-01-1900 13:00,storm,rural road,2,1,0,25.6634,81.8306,13,Afternoon
UP,Kanpur,04-04-2023,01-01-1900 12:00,heavy rain,highway,1,2,1,22.0255,87.1902,12,Afternoon
Tamil Nadu,Coimbatore,26-12-2023,01-01-1900 05:00,foggy,expressway,4,1,0,23.0036,84.9498,5,Morning
Andhra Pradesh,Tirupati,31-01-2024,01-01-1900 14:00,rain,city road,2,1,1,16.7903,80.9459,14,Afternoon
Karnataka,Mysuru,14-03-2024,01-01-1900 06:00,clear,highway,2,1,1,15.3713,87.5319,6,Morning
Bihar,Patna,09-07-2023,01-01-1900 18:00,rain,highway,4,3,1,16.7139,77.1575,18,Evening
UP,Varanasi,02-11-2023,01-01-1900 08:00,nan,expressway,1,2,1,23.8476,78.5714,8,Morning
Andhra Pradesh,Vijayawada,10-05-2023,01-01-1900 16:00,clear,rural road,3,2,1,22.5366,85.4273,16,Afternoon
Bihar,Gaya,25-03-2024,01-01-1900 14:00,rain,national highway,4,2,2,13.4177,82.3639,14,Afternoon
Maharashtra,Nagpur,04-07-2023,01-01-1900 13:00,clear,expressway,3,1,0,18.5137,77.7261,13,Afternoon
Karnataka,Mangalore,12-03-2024,01-01-1900 21:00,nan,city road,2,1,0,24.9318,87.4246,21,Night
Telangana,Warangal,21-01-2023,01-01-1900 14:00,storm,rural road,4,0,1,13.2298,82.5069,14,Afternoon
Maharashtra,Mumbai,03-03-2024,01-01-1900 05:00,heavy rain,expressway,1,2,1,12.8036,77.8019,5,Morning
Telangana,Warangal,14-01-2023,01-01-1900 09:00,foggy,national highway,1,0,0,15.7181,80.091,9,Morning
Bihar,Bhagalpur,04-05-2024,01-01-1900 08:00,rain,highway,4,2,0,17.1439,82.2408,8,Morning
Tamil Nadu,Chennai,15-02-2024,01-01-1900 20:00,rain,highway,1,2,0,27.6637,83.6384,20,Evening
UP,Lucknow,11-01-2023,01-01-1900 06:00,foggy,rural road,3,3,0,13.9667,86.7752,6,Morning
Maharashtra,Nagpur,05-11-2023,01-01-1900 04:00,rain,national highway,2,1,1,21.3738,83.8726,4,Night
UP,Kanpur,11-11-2023,01-01-1900 05:00,foggy,highway,1,2,0,15.8709,84.8535,5,Morning
Bihar,Bhagalpur,19-11-2023,01-01-1900 20:00,nan,rural road,4,2,1,20.84,82.7219,20,Evening
Maharashtra,Mumbai,25-09-2023,01-01-1900 13:00,clear,expressway,1,2,0,16.3426,82.4636,13,Afternoon
Maharashtra,Pune,11-05-2023,01-01-1900 18:00,clear,highway,4,1,0,22.0729,77.5977,18,Evening
Maharashtra,Pune,28-10-2023,01-01-1900 23:00,storm,expressway,3,1,2,12.0022,82.6224,23,Night
Maharashtra,Nagpur,24-02-2023,01-01-1900 13:00,nan,rural road,1,1,1,25.4294,77.042,13,Afternoon
Bihar,Gaya,13-11-2023,01-01-1900 19:00,foggy,nan,0,2,0,17.0603,78.1208,19,Evening
Andhra Pradesh,Guntur,04-09-2023,01-01-1900 20:00,heavy rain,rural road,2,0,0,25.4834,80.4468,20,Evening
Karnataka,Mangalore,26-12-2023,01-01-1900 14:00,storm,highway,4,2,1,18.9411,87.0094,14,Afternoon
Andhra Pradesh,Vijayawada,19-11-2023,01-01-1900 22:00,nan,rural road,3,2,0,13.4286,84.5572,22,Night
Bihar,Patna,01-01-2024,01-01-1900 01:00,foggy,expressway,3,0,0,22.1234,84.7424,1,Night
Delhi,Dwarka,24-12-2023,01-01-1900 13:00,foggy,national highway,2,3,2,27.4568,85.3714,13,Afternoon
Bihar,Patna,28-03-2024,01-01-1900 09:00,foggy,highway,3,2,1,16.7688,78.159,9,Morning
Telangana,Nizamabad,05-09-2023,01-01-1900 04:00,heavy rain,city road,4,2,2,12.771,80.9606,4,Night
Andhra Pradesh,Vijayawada,03-07-2023,01-01-1900 08:00,foggy,city road,1,2,1,18.9237,82.0347,8,Morning
Bihar,Gaya,24-06-2023,01-01-1900 11:00,clear,city road,1,1,0,17.917,77.5759,11,Morning
Telangana,Hyderabad,05-02-2024,01-01-1900 19:00,clear,expressway,1,1,2,25.1549,86.3538,19,Evening
Bihar,Bhagalpur,13-09-2023,01-01-1900 23:00,foggy,highway,3,2,0,19.5565,86.6817,23,Night
Andhra Pradesh,Guntur,03-03-2024,01-01-1900 15:00,clear,expressway,2,2,0,21.724,80.2483,15,Afternoon
Karnataka,Mangalore,04-08-2023,01-01-1900 07:00,foggy,rural road,4,2,0,23.8176,80.4719,7,Morning
Bihar,Patna,30-01-2024,01-01-1900 00:00,rain,national highway,3,0,0,23.4113,79.1914,0,Night
Karnataka,Mangalore,30-01-2023,01-01-1900 20:00,foggy,rural road,3,1,1,17.8846,77.639,20,Evening
Karnataka,Mangalore,26-07-2023,01-01-1900 14:00,storm,highway,3,2,0,16.2815,86.1903,14,Afternoon
Andhra Pradesh,Visakhapatnam,19-07-2023,01-01-1900 23:00,clear,city road,1,1,0,19.8858,81.4472,23,Night
Maharashtra,Mumbai,02-03-2024,01-01-1900 09:00,rain,highway,1,4,1,12.1588,82.105,9,Morning
Telangana,Warangal,02-06-2023,01-01-1900 18:00,storm,national highway,2,2,1,22.8407,80.4305,18,Evening
Tamil Nadu,Coimbatore,03-06-2023,01-01-1900 09:00,foggy,expressway,2,2,1,20.3407,87.7362,9,Morning
Karnataka,Mangalore,06-08-2023,01-01-1900 13:00,rain,highway,4,2,1,13.9233,79.9214,13,Afternoon
UP,Kanpur,27-10-2023,01-01-1900 15:00,storm,highway,4,2,2,17.5695,81.0891,15,Afternoon
Bihar,Patna,10-05-2024,01-01-1900 22:00,nan,rural road,4,2,1,25.553,77.2595,22,Night
UP,Lucknow,03-03-2023,01-01-1900 11:00,clear,expressway,2,2,0,24.486,82.038,11,Morning
Karnataka,Bengaluru,06-02-2024,01-01-1900 18:00,clear,national highway,3,0,0,13.0511,79.5106,18,Evening
Andhra Pradesh,Tirupati,04-09-2023,01-01-1900 18:00,storm,national highway,4,1,0,23.9591,82.2119,18,Evening
Bihar,Gaya,08-12-2023,01-01-1900 14:00,rain,highway,4,2,1,27.4043,77.8317,14,Afternoon
Bihar,Bhagalpur,23-05-2023,01-01-1900 20:00,foggy,highway,1,0,0,15.1333,78.5488,20,Evening
Telangana,Hyderabad,04-05-2024,01-01-1900 19:00,heavy rain,rural road,0,3,1,21.2528,78.6166,19,Evening
Tamil Nadu,Madurai,05-03-2024,01-01-1900 18:00,rain,nan,0,2,2,18.2107,84.4154,18,Evening
UP,Lucknow,16-03-2024,01-01-1900 16:00,foggy,national highway,1,1,0,26.6798,80.1955,16,Afternoon
Telangana,Hyderabad,07-06-2023,01-01-1900 13:00,clear,expressway,3,3,0,23.3235,77.6842,13,Afternoon
Delhi,Dwarka,12-07-2023,01-01-1900 03:00,heavy rain,city road,2,0,3,14.1484,87.5373,3,Night
Bihar,Bhagalpur,28-07-2023,01-01-1900 02:00,clear,nan,2,0,1,20.0097,84.4758,2,Night
Karnataka,Mysuru,18-10-2023,01-01-1900 13:00,rain,highway,2,1,0,24.9114,82.0563,13,Afternoon
UP,Varanasi,20-08-2023,01-01-1900 01:00,storm,expressway,3,0,2,12.7024,78.8232,1,Night
Maharashtra,Nagpur,14-07-2023,01-01-1900 11:00,clear,highway,2,0,0,12.7997,86.2801,11,Morning
Karnataka,Mangalore,12-10-2023,01-01-1900 08:00,heavy rain,expressway,3,1,1,27.37,79.1662,8,Morning
Maharashtra,Mumbai,06-12-2023,01-01-1900 10:00,nan,rural road,0,0,1,18.9919,83.5292,10,Morning
Andhra Pradesh,Guntur,31-07-2023,01-01-1900 17:00,foggy,expressway,1,2,0,27.6988,79.0912,17,Evening
Bihar,Bhagalpur,05-03-2023,01-01-1900 11:00,rain,rural road,2,2,1,24.117,78.7784,11,Morning
Tamil Nadu,Coimbatore,05-01-2023,01-01-1900 07:00,clear,highway,3,4,0,15.9574,84.0468,7,Morning
Bihar,Gaya,19-01-2023,01-01-1900 08:00,heavy rain,highway,2,0,1,21.0414,85.4879,8,Morning
Karnataka,Mangalore,10-04-2023,01-01-1900 21:00,rain,expressway,2,1,0,12.1446,80.9273,21,Night
Maharashtra,Mumbai,10-03-2024,01-01-1900 21:00,nan,highway,4,0,1,17.1467,86.3285,21,Night
Delhi,Dwarka,08-03-2024,01-01-1900 13:00,rain,highway,4,1,0,18.8592,77.3209,13,Afternoon
UP,Varanasi,18-08-2023,01-01-1900 10:00,foggy,city road,3,4,0,13.896,80.1777,10,Morning
UP,Lucknow,14-04-2024,01-01-1900 07:00,nan,national highway,3,2,0,27.8921,77.494,7,Morning
Delhi,Dwarka,07-05-2023,01-01-1900 03:00,heavy rain,national highway,1,1,2,18.2793,85.2969,3,Night
Bihar,Patna,17-11-2023,01-01-1900 14:00,rain,highway,1,0,2,24.6008,79.761,14,Afternoon
Bihar,Patna,04-06-2023,01-01-1900 19:00,rain,highway,1,0,1,22.5061,79.6444,19,Evening
Tamil Nadu,Madurai,08-02-2024,01-01-1900 21:00,storm,rural road,4,2,0,15.5336,77.4282,21,Night
Andhra Pradesh,Tirupati,22-09-2023,01-01-1900 10:00,rain,nan,1,1,1,27.2073,83.3978,10,Morning
Maharashtra,Pune,04-08-2023,01-01-1900 15:00,foggy,nan,2,4,0,20.2672,85.3465,15,Afternoon
Delhi,Dwarka,26-10-2023,01-01-1900 17:00,foggy,rural road,3,0,0,26.3055,87.411,17,Evening
Karnataka,Bengaluru,02-05-2023,01-01-1900 16:00,foggy,national highway,2,1,1,24.4858,82.2397,16,Afternoon
Bihar,Bhagalpur,21-12-2023,01-01-1900 14:00,rain,expressway,3,0,0,21.4581,79.0475,14,Afternoon
Tamil Nadu,Chennai,24-11-2023,01-01-1900 07:00,storm,expressway,2,3,0,15.3132,77.7827,7,Morning
Tamil Nadu,Coimbatore,05-04-2023,01-01-1900 00:00,nan,highway,3,1,1,24.9741,86.1941,0,Night
Delhi,New Delhi,14-05-2024,01-01-1900 00:00,heavy rain,national highway,2,3,0,24.338,84.2012,0,Night
Tamil Nadu,Chennai,01-04-2023,01-01-1900 08:00,clear,highway,2,0,1,18.8037,77.4133,8,Morning
Tamil Nadu,Coimbatore,19-02-2024,01-01-1900 11:00,foggy,highway,1,2,0,12.0002,81.5822,11,Morning
Delhi,Dwarka,03-11-2023,01-01-1900 13:00,clear,expressway,2,1,1,27.5693,79.4874,13,Afternoon
Maharashtra,Mumbai,11-03-2024,01-01-1900 16:00,heavy rain,highway,1,0,0,15.6867,77.0162,16,Afternoon
Delhi,Dwarka,23-09-2023,01-01-1900 14:00,rain,highway,3,2,0,23.8703,86.3327,14,Afternoon
Andhra Pradesh,Guntur,23-04-2023,01-01-1900 06:00,heavy rain,rural road,2,0,0,17.2047,84.8388,6,Morning
Telangana,Hyderabad,20-01-2024,01-01-1900 02:00,storm,nan,3,1,1,17.9351,86.9213,2,Night
UP,Kanpur,08-07-2023,01-01-1900 15:00,clear,rural road,1,1,2,21.4502,84.2712,15,Afternoon
Telangana,Warangal,19-04-2024,01-01-1900 07:00,nan,highway,3,2,0,23.3491,78.8405,7,Morning
Maharashtra,Mumbai,28-12-2023,01-01-1900 19:00,clear,highway,3,2,2,27.2355,77.4666,19,Evening
Andhra Pradesh,Tirupati,01-12-2023,01-01-1900 16:00,foggy,city road,2,2,0,16.745,84.8587,16,Afternoon
Bihar,Bhagalpur,21-02-2024,01-01-1900 14:00,rain,national highway,2,1,1,20.2217,82.5978,14,Afternoon
Andhra Pradesh,Visakhapatnam,13-03-2023,01-01-1900 18:00,clear,highway,1,2,0,25.2401,84.6693,18,Evening
UP,Varanasi,03-10-2023,01-01-1900 09:00,clear,expressway,1,1,2,26.7359,84.6405,9,Morning
UP,Kanpur,15-04-2023,01-01-1900 12:00,foggy,city road,4,2,1,16.3851,85.8778,12,Afternoon
Telangana,Nizamabad,11-10-2023,01-01-1900 05:00,storm,highway,2,1,0,17.3698,87.7638,5,Morning
Telangana,Warangal,30-01-2023,01-01-1900 11:00,foggy,national highway,4,2,1,23.6329,83.1828,11,Morning
UP,Lucknow,08-03-2023,01-01-1900 06:00,foggy,highway,4,1,1,18.0883,78.7934,6,Morning
Bihar,Gaya,14-04-2023,01-01-1900 00:00,storm,highway,4,2,1,18.1497,77.2771,0,Night
Bihar,Bhagalpur,21-01-2023,01-01-1900 23:00,clear,highway,4,0,0,23.2779,85.9884,23,Night
Karnataka,Mysuru,08-05-2023,01-01-1900 05:00,storm,rural road,2,2,1,12.8267,82.5528,5,Morning
Karnataka,Mysuru,27-03-2024,01-01-1900 20:00,rain,highway,2,2,1,14.8681,85.8,20,Evening
Telangana,Nizamabad,28-01-2024,01-01-1900 10:00,storm,nan,3,0,2,14.1074,86.5183,10,Morning
Bihar,Gaya,25-06-2023,01-01-1900 23:00,nan,rural road,1,1,0,16.6407,86.5856,23,Night
Bihar,Gaya,04-02-2023,01-01-1900 02:00,storm,city road,0,3,1,16.0075,83.8736,2,Night
Maharashtra,Mumbai,01-10-2023,01-01-1900 23:00,foggy,highway,1,3,0,26.4974,77.1337,23,Night
Tamil Nadu,Coimbatore,23-12-2023,01-01-1900 01:00,foggy,highway,3,1,1,20.7817,80.164,1,Night
Tamil Nadu,Coimbatore,10-04-2024,01-01-1900 07:00,nan,nan,4,0,0,21.9407,80.6745,7,Morning
Telangana,Nizamabad,27-03-2023,01-01-1900 23:00,clear,rural road,1,1,2,13.0937,85.6214,23,Night
UP,Kanpur,03-03-2023,01-01-1900 07:00,rain,national highway,3,1,0,22.9671,80.657,7,Morning
Telangana,Nizamabad,22-02-2024,01-01-1900 08:00,clear,highway,2,1,0,27.1112,84.0591,8,Morning
Karnataka,Mysuru,06-05-2024,01-01-1900 03:00,foggy,highway,2,3,2,15.1839,81.6017,3,Night
Bihar,Patna,21-06-2023,01-01-1900 00:00,foggy,expressway,0,1,1,16.4456,80.0395,0,Night
Telangana,Warangal,02-05-2023,01-01-1900 23:00,nan,expressway,1,2,0,13.08,82.7057,23,Night
Andhra Pradesh,Guntur,17-04-2024,01-01-1900 23:00,rain,city road,3,1,0,23.8062,84.7501,23,Night
Maharashtra,Mumbai,28-04-2023,01-01-1900 23:00,rain,city road,2,0,0,18.3618,79.907,23,Night
Tamil Nadu,Madurai,22-03-2024,01-01-1900 12:00,nan,rural road,1,1,0,16.2965,80.1621,12,Afternoon
Tamil Nadu,Chennai,16-02-2023,01-01-1900 05:00,heavy rain,expressway,1,2,1,21.6582,77.8468,5,Morning
Tamil Nadu,Coimbatore,27-05-2023,01-01-1900 18:00,heavy rain,national highway,4,1,0,21.5847,83.8601,18,Evening
UP,Lucknow,24-02-2024,01-01-1900 15:00,foggy,rural road,1,0,1,12.2418,87.6152,15,Afternoon
Maharashtra,Pune,26-08-2023,01-01-1900 09:00,nan,rural road,4,2,0,23.3061,83.7101,9,Morning
Andhra Pradesh,Visakhapatnam,09-09-2023,01-01-1900 12:00,foggy,highway,3,0,0,21.5627,86.5271,12,Afternoon
Telangana,Warangal,22-04-2024,01-01-1900 18:00,heavy rain,rural road,3,2,1,15.2421,83.4634,18,Evening
Delhi,Rohini,30-01-2023,01-01-1900 20:00,foggy,nan,2,3,2,18.5304,77.1693,20,Evening
Karnataka,Mysuru,06-11-2023,01-01-1900 14:00,nan,city road,2,0,1,19.2041,87.5334,14,Afternoon
Telangana,Nizamabad,10-04-2024,01-01-1900 06:00,foggy,rural road,3,3,0,15.0166,84.3971,6,Morning
UP,Varanasi,21-03-2024,01-01-1900 02:00,rain,city road,3,1,0,13.482,85.2322,2,Night
Bihar,Patna,19-02-2023,01-01-1900 02:00,foggy,highway,3,1,1,16.1394,81.7784,2,Night
Karnataka,Mangalore,30-04-2024,01-01-1900 03:00,nan,city road,2,4,2,22.203,79.6622,3,Night
UP,Kanpur,17-11-2023,01-01-1900 19:00,foggy,highway,0,1,1,15.1883,86.6522,19,Evening
Bihar,Bhagalpur,25-01-2024,01-01-1900 03:00,clear,national highway,1,1,0,16.3329,79.7232,3,Night
UP,Varanasi,24-09-2023,01-01-1900 08:00,storm,national highway,4,1,0,23.7237,83.674,8,Morning
Delhi,Rohini,24-07-2023,01-01-1900 12:00,nan,national highway,1,1,1,27.2239,86.2234,12,Afternoon
Andhra Pradesh,Vijayawada,20-03-2024,01-01-1900 16:00,heavy rain,national highway,4,2,1,26.9234,82.9868,16,Afternoon
Delhi,New Delhi,21-11-2023,01-01-1900 11:00,rain,highway,4,2,0,23.8861,85.1171,11,Morning
Bihar,Bhagalpur,14-03-2024,01-01-1900 22:00,foggy,national highway,2,1,1,17.9378,87.1284,22,Night
Andhra Pradesh,Guntur,12-09-2023,01-01-1900 02:00,storm,city road,4,3,3,16.3017,81.0529,2,Night
Telangana,Hyderabad,11-08-2023,01-01-1900 22:00,foggy,national highway,4,2,1,24.5982,81.9978,22,Night
Telangana,Nizamabad,11-03-2023,01-01-1900 17:00,rain,highway,3,0,1,23.2874,81.7036,17,Evening
UP,Varanasi,16-01-2024,01-01-1900 23:00,foggy,city road,2,4,0,26.9805,77.7041,23,Night
